"Step__r.External_ID__c","Object_Name__c","Field_Name__c","Operator__c","Order__c","Question_ID__c","String_Value__c","Boolean_Value__c"
"ACEIperi_52_Perindopril_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","21.0","aceiForm.criteriaWell1.rationaleForExceptionalCoverage1","palliative","false"
"ACEIperi_52_Perindopril_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","22.0","aceiForm.criteriaWell1.rationaleForExceptionalCoverage1","bleed","false"
"ACEIperi_52_Perindopril_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","23.0","aceiForm.criteriaWell1.rationaleForExceptionalCoverage1","GVHD","false"
"ACEIperi_52_Perindopril_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","24.0","aceiForm.criteriaWell1.rationaleForExceptionalCoverage1","transplant","false"
"ACEIperi_52_Perindopril_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","19.0","aceiForm.criteriaWell1.rationaleForExceptionalCoverage1","addiction","false"
"ACEIperi_52_Perindopril_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","18.0","aceiForm.criteriaWell1.rationaleForExceptionalCoverage1","use disorder","false"
"ACEIperi_52_Perindopril_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","17.0","aceiForm.criteriaWell1.rationaleForExceptionalCoverage1","cancer","false"
"ACEIperi_52_Perindopril_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","16.0","aceiForm.criteriaWell1.rationaleForExceptionalCoverage1","discharge","false"
"ACEIperi_52_Perindopril_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","15.0","aceiForm.criteriaWell1.rationaleForExceptionalCoverage1","asap","false"
"ACEIperi_52_Perindopril_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","14.0","aceiForm.criteriaWell1.rationaleForExceptionalCoverage1","rush","false"
"ACEIperi_52_Perindopril_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","13.0","aceiForm.criteriaWell1.rationaleForExceptionalCoverage1","urgent","false"
"ACEIperi_52_Perindopril_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","12.0","aceiForm.criteriaWell1.additionalComments3","transplant","false"
"ACEIperi_52_Perindopril_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","10.0","aceiForm.criteriaWell1.additionalComments3","bleed","false"
"ACEIperi_52_Perindopril_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","9.0","aceiForm.criteriaWell1.additionalComments3","palliative","false"
"ACEIperi_52_Perindopril_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","8.0","aceiForm.criteriaWell1.additionalComments3","pregnan","false"
"ACEIperi_52_Perindopril_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","7.0","aceiForm.criteriaWell1.additionalComments3","addiction","false"
"ACEIperi_52_Perindopril_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","6.0","aceiForm.criteriaWell1.additionalComments3","use disorder","false"
"ACEIperi_52_Perindopril_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","5.0","aceiForm.criteriaWell1.additionalComments3","cancer","false"
"ACEIperi_52_Perindopril_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","4.0","aceiForm.criteriaWell1.additionalComments3","discharge","false"
"ACEIperi_52_Perindopril_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","3.0","aceiForm.criteriaWell1.additionalComments3","asap","false"
"ACEIperi_52_Perindopril_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","2.0","aceiForm.criteriaWell1.additionalComments3","rush","false"
"ACEIperi_52_Perindopril_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","1.0","aceiForm.criteriaWell1.additionalComments3","urgent","false"
"ACEIperi_52_Perindopril_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","11.0","aceiForm.criteriaWell1.additionalComments3","GVHD","false"
"ACEIperi_52_Perindopril_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","20.0","aceiForm.criteriaWell1.rationaleForExceptionalCoverage1","pregnan","false"
"ACEIquin_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"ACEIquin_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"ACEItran_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"ACEItran_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"acetaminophen_100_Approve_case","Request_Detail__c","String_Value__c","not equal to","4.0","manual.diagnosis","None","false"
"acetaminophen_100_Approve_case","Request_Detail__c","string_value__c","contains","5.0","acetaminophen.criteriaWell.IndicationForRequestedMedication","osteomono","false"
"acetaminophen_100_Approve_case","Request_Detail__c","string_value__c","not equal to","3.0","hibc.manual.diagnosis","None","false"
"acetaminophen_100_Approve_case","Request_Detail__c","string_value__c","not equal to","2.0","manual.diagnosis","Other","false"
"acetaminophen_100_Approve_case","Request_Detail__c","string_value__c","not equal to","1.0","hibc.manual.diagnosis","Other","false"
"acetaminophen_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"acetaminophen_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"acetaminophen325mg_200_Pharmanet Payload if Approved","Case","Status","equals","1.0","","Approved","false"
"adalimumab_100_Assign_to_AR","Request_Detail__c","string_value__c","equals","4.0","adalimumabParent.selectDiagnosis","AS","false"
"adalimumab_100_Assign_to_AR","Request_Detail__c","string_value__c","equals","6.0","adalimumabParent.selectDiagnosis","pJIA","false"
"adalimumab_100_Assign_to_AR","Request_Detail__c","string_value__c","equals","5.0","adalimumabParent.selectDiagnosis","PsA","false"
"adalimumab_100_Assign_to_AR","Request_Detail__c","string_value__c","contains","2.0","manual.diagnosis","Spondylitis","false"
"adalimumab_100_Assign_to_AR","Request_Detail__c","string_value__c","equals","3.0","adalimumabParent.selectDiagnosis","RA","false"
"adalimumab_100_Assign_to_AR","Request_Detail__c","string_value__c","contains","1.0","manual.diagnosis","Arthritis","false"
"adalimumab_200_Assign_to_IBD_if_Crohn_s","Request_Detail__c","string_value__c","equals","5.0","adalimumabParent.selectDiagnosis","UC","false"
"adalimumab_200_Assign_to_IBD_if_Crohn_s","Request_Detail__c","string_value__c","contains","2.0","manual.diagnosis","Colitis","false"
"adalimumab_200_Assign_to_IBD_if_Crohn_s","Request_Detail__c","string_value__c","equals","4.0","adalimumabParent.selectDiagnosis","FC","false"
"adalimumab_200_Assign_to_IBD_if_Crohn_s","Request_Detail__c","string_value__c","contains","1.0","manual.diagnosis","Crohn's","false"
"adalimumab_200_Assign_to_IBD_if_Crohn_s","Request_Detail__c","string_value__c","equals","3.0","adalimumabParent.selectDiagnosis","CR","false"
"adalimumab_300_Assign_to_PP","Request_Detail__c","string_value__c","contains","3.0","manual.diagnosis","Uveitis","false"
"adalimumab_300_Assign_to_PP","Request_Detail__c","string_value__c","contains","2.0","manual.diagnosis","Suppurativa","false"
"adalimumab_300_Assign_to_PP","Request_Detail__c","string_value__c","contains","1.0","manual.diagnosis","Psoriasis","false"
"adalimumab_35_Assign_to_PP_Eforms","Request_Detail__c","string_value__c","contains","2.0","adalimumabParent.selectDiagnosis","HS","false"
"adalimumab_35_Assign_to_PP_Eforms","Request_Detail__c","string_value__c","contains","1.0","adalimumabParent.selectDiagnosis","PP","false"
"adalimumab_35_Assign_to_PP_Eforms","Request_Detail__c","string_value__c","contains","3.0","adalimumabParent.selectDiagnosis","NIU","false"
"adalimumab_400_Assign_to_Off_Label_Queue","Request_Detail__c","string_value__c","equals","2.0","manual.diagnosis","None","false"
"adalimumab_400_Assign_to_Off_Label_Queue","Request_Detail__c","string_value__c","equals","1.0","manual.diagnosis","Other","false"
"adalimumab_400_Assign_to_Off_Label_Queue","Request_Detail__c","string_value__c","equals","3.0","adalimumabParent.selectDiagnosis","other","false"
"adalimumab_5_Payload_for_PP_Initial_16_Week","Case","status","equals","1.0","","approved","false"
"adalimumab_5_Payload_for_PP_Initial_16_Week","Request_Detail__c","string_value__c","contains","3.0","manual.diagnosis","Psoriasis","false"
"adalimumab_5_Payload_for_PP_Initial_16_Week","Request_Detail__c","string_value__c","contains","2.0","adalimumabParent.ppInitialRenewal","initialOrSwitchRequest","false"
"adalimumab_5_Payload_for_PP_Initial_16_Week","Request_Detail__c","string_value__c","contains","4.0","manual.diagnosis.secondary","Initial","false"
"adalimumab_55_Payload_for_HS_initial_6_months_RDP_6_weeks_Simlandi_80mg","Request_Detail__c","string_value__c","contains","2.0","adalimumabParent.hsInitialRenewal","initial6months","false"
"adalimumab_55_Payload_for_HS_initial_6_months_RDP_6_weeks_Simlandi_80mg","Request_Detail__c","string_value__c","contains","3.0","manual.diagnosis","suppurativa","false"
"adalimumab_55_Payload_for_HS_initial_6_months_RDP_6_weeks_Simlandi_80mg","Request_Detail__c","string_value__c","contains","4.0","manual.diagnosis.secondary","initial","false"
"adalimumab_55_Payload_for_HS_initial_6_months_RDP_6_weeks_Simlandi_80mg","Case","status","equals","1.0","","approved","false"
"adalimumab_57_Payload_for_HS_renewal_1_year_RDP","Case","status","equals","1.0","","approved","false"
"adalimumab_57_Payload_for_HS_renewal_1_year_RDP","Request_Detail__c","string_value__c","contains","2.0","adalimumabParent.hsInitialRenewal","renewal40MgWeeklyForOneYear","false"
"adalimumab_57_Payload_for_HS_renewal_1_year_RDP","Request_Detail__c","string_value__c","contains","3.0","manual.diagnosis","suppurativa","false"
"adalimumab_57_Payload_for_HS_renewal_1_year_RDP","Request_Detail__c","string_value__c","contains","4.0","manual.diagnosis.secondary","renewal","false"
"adalimumab_57_Payload_for_HS_renewal_1_year_RDP","Request_Detail__c","string_value__c","contains","5.0","adalimumabParent.uveitisinitialrenewal","renewal40MgWeeklyForOneYear","false"
"adalimumab_57_Payload_for_HS_renewal_1_year_RDP","Request_Detail__c","string_value__c","contains","6.0","manual.diagnosis","Uveitis","false"
"adalimumab_57_Payload_for_HS_renewal_1_year_RDP","Request_Detail__c","string_value__c","equals","7.0","adalimumabParent.hsInitialRenewal","increase","false"
"adalimumab_58_Payload_for_NIU_initial_6_months_RDP_6_weeks_Simlandi_80mg","Case","Status","equals","1.0","","Approved","false"
"adalimumab_58_Payload_for_NIU_initial_6_months_RDP_6_weeks_Simlandi_80mg","Request_Detail__c","string_value__c","contains","3.0","manual.diagnosis","Uveitis","false"
"adalimumab_58_Payload_for_NIU_initial_6_months_RDP_6_weeks_Simlandi_80mg","Request_Detail__c","string_value__c","contains","2.0","adalimumabParent.uveitisinitialrenewal","initial6months","false"
"adalimumab_58_Payload_for_NIU_initial_6_months_RDP_6_weeks_Simlandi_80mg","Request_Detail__c","string_value__c","contains","4.0","manual.diagnosis.secondary","initial","false"
"adalimumab_60_Payload_for_all_others_1_year","Request_Detail__c","string_value__c","not equal to","3.0","adalimumabParent.selectDiagnosis","HS","false"
"adalimumab_60_Payload_for_all_others_1_year","Request_Detail__c","string_value__c","contains","10.0","adalimumabParent.CRInitialRenewal","AlternateDoseFrequency","false"
"adalimumab_60_Payload_for_all_others_1_year","Request_Detail__c","string_value__c","contains","11.0","adalimumabParent.FCInitialRenewal","renewal40MgEvery2Weeks","false"
"adalimumab_60_Payload_for_all_others_1_year","Request_Detail__c","string_value__c","contains","12.0","adalimumabParent.FCInitialRenewal","AlternateDoseFrequency","false"
"adalimumab_60_Payload_for_all_others_1_year","Case","Status","equals","1.0","","Approved","false"
"adalimumab_60_Payload_for_all_others_1_year","Request_Detail__c","string_value__c","does not contain","15.0","manual.diagnosis","psoriasis","false"
"adalimumab_60_Payload_for_all_others_1_year","Request_Detail__c","string_value__c","does not contain","16.0","manual.diagnosis","suppurativa","false"
"adalimumab_60_Payload_for_all_others_1_year","Request_Detail__c","string_value__c","does not contain","17.0","manual.diagnosis","crohn","false"
"adalimumab_60_Payload_for_all_others_1_year","Request_Detail__c","string_value__c","does not contain","18.0","manual.diagnosis","colitis","false"
"adalimumab_60_Payload_for_all_others_1_year","Request_Detail__c","string_value__c","contains","19.0","manual.diagnosis.secondary","initial","false"
"adalimumab_60_Payload_for_all_others_1_year","Request_Detail__c","string_value__c","not equal to","20.0","manual.diagnosis","","false"
"adalimumab_60_Payload_for_all_others_1_year","Request_Detail__c","string_value__c","does not contain","24.0","manual.diagnosis","Uveitis","false"
"adalimumab_60_Payload_for_all_others_1_year","Request_Detail__c","string_value__c","contains","21.0","manual.diagnosis.secondary","renewal","false"
"adalimumab_60_Payload_for_all_others_1_year","Request_Detail__c","string_value__c","contains","22.0","adalimumabParent.ppInitialRenewal","exceptional","false"
"adalimumab_60_Payload_for_all_others_1_year","Request_Detail__c","string_value__c","contains","14.0","adalimumabParent.UCInitialRenewal","AlternateDoseFrequency","false"
"adalimumab_60_Payload_for_all_others_1_year","Request_Detail__c","string_value__c","not equal to","4.0","adalimumabParent.selectDiagnosis","UC","false"
"adalimumab_60_Payload_for_all_others_1_year","Request_Detail__c","string_value__c","not equal to","5.0","adalimumabParent.selectDiagnosis","CR","false"
"adalimumab_60_Payload_for_all_others_1_year","Request_Detail__c","string_value__c","not equal to","6.0","adalimumabParent.selectDiagnosis","FC","false"
"adalimumab_60_Payload_for_all_others_1_year","Request_Detail__c","string_value__c","contains","8.0","adalimumabParent.ppInitialRenewal","renewal40MgEvery2Weeks","false"
"adalimumab_60_Payload_for_all_others_1_year","Request_Detail__c","string_value__c","contains","9.0","adalimumabParent.CRInitialRenewal","renewal40MgEvery2Weeks","false"
"adalimumab_60_Payload_for_all_others_1_year","Request_Detail__c","string_value__c","not equal to","2.0","adalimumabParent.selectDiagnosis","PP","false"
"adalimumab_60_Payload_for_all_others_1_year","Request_Detail__c","string_value__c","contains","13.0","adalimumabParent.UCInitialRenewal","renewal40MgEvery2Weeks","false"
"adalimumab_60_Payload_for_all_others_1_year","Request_Detail__c","string_value__c","does not contain","23.0","adalimumabParent.selectDiagnosis","NIU","false"
"adalimumab_60_Payload_for_all_others_1_year","Request_Detail__c","string_value__c","not equal to","7.0","adalimumabParent.selectDiagnosis","","false"
"adalimumab_70_Payload_for_IBD_initial_12_week","Request_Detail__c","string_value__c","contains","4.0","adalimumabParent.UCInitialRenewal","initial12wkInduction","false"
"adalimumab_70_Payload_for_IBD_initial_12_week","Request_Detail__c","string_value__c","contains","2.0","adalimumabParent.CRInitialRenewal","initial12wkInduction","false"
"adalimumab_70_Payload_for_IBD_initial_12_week","Request_Detail__c","string_value__c","contains","3.0","adalimumabParent.FCInitialRenewal","initial","false"
"adalimumab_70_Payload_for_IBD_initial_12_week","Request_Detail__c","string_value__c","contains","7.0","manual.diagnosis.secondary","initial","false"
"adalimumab_70_Payload_for_IBD_initial_12_week","Request_Detail__c","string_value__c","contains","6.0","manual.diagnosis","colitis","false"
"adalimumab_70_Payload_for_IBD_initial_12_week","Case","status","equals","1.0","","approved","false"
"adalimumab_70_Payload_for_IBD_initial_12_week","Request_Detail__c","string_value__c","contains","5.0","manual.diagnosis","crohn","false"
"adalimumab_80_Simlandi_80mg_payload_trigger","Case","status","equals","1.0","","approved","false"
"adalimumab_80_Simlandi_80mg_payload_trigger","Request_Detail__c","string_value__c","contains","7.0","manual.diagnosis","increase","false"
"adalimumab_80_Simlandi_80mg_payload_trigger","Request_Detail__c","string_value__c","contains","9.0","adalimumabParent.ASInitialRenewal","increase","false"
"adalimumab_80_Simlandi_80mg_payload_trigger","Request_Detail__c","string_value__c","contains","6.0","adalimumabParent.UCInitialRenewal","increase","false"
"adalimumab_80_Simlandi_80mg_payload_trigger","Request_Detail__c","string_value__c","contains","8.0","manual.diagnosis.secondary","increase","false"
