"External_ID__c","Name","Drug__r.Drug_Code__c","Order__c","Description__c","Criteria_Logic__c","Always_Run__c"
"nebulesiprasalb_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","nebulesiprasalb","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"nebulessalb_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","nebulessalb","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"nebulessalb_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","nebulessalb","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"netupitant_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","netupitant","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"netupitant_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","netupitant","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"neupogen_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","neupogen","200.0","Pharmanet Payload if Approved","AND(1)","false"
"niacin_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","niacin","200.0","Pharmanet Payload if Approved","AND(1)","false"
"nifedipine_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","nifedipine","200.0","Pharmanet Payload if Approved","AND(1)","false"
"nintedanib_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Initial - 7 months","nintedanib","100.0","update","AND(1,OR(2,3,4,5))","false"
"nintedanib_2_Renewal_payload_1_year","Renewal payload - 1 year","nintedanib","200.0","","AND(1,OR(2,3,4))","false"
"nitisinone_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","nitisinone","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"nitisinone_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","nitisinone","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"no_limit_bgts_3_Gestational_Diabetes_6_Month_Approval","Gestational Diabetes - 6 Month Approval","no_limit_bgts","300.0","","AND(1,OR(2,3))","false"
"no_limit_bgts_200_Pharmanet Payload if Approved","Indefinite Approval","no_limit_bgts","200.0","Indefinite Approval","AND(1,2)","false"
"no_limit_bgts_100_Assign_to_Urgent_Gestational_Diabetes_","Assign to Urgent (Gestational Diabetes)","no_limit_bgts","100.0","","AND(1)","false"
"novomix_1_Payload_if_Approved","Payload if Approved","novomix","1.0","","AND(1)","false"
"novorapid_1_Payload_if_Approved","Payload if Approved","novorapid","1.0","","AND(1)","false"
"nrt_500_Other_None","Other/None","NRT","500.0","","AND(1, OR(2,3,4,5,6))","false"
"nrt_400_MSP_did_not_autogenerate_new_NRT_coverage","MSP did not autogenerate new NRT coverage","NRT","400.0","Use this payload if the request is approvable, BUT the patient did not have a new NRT coverage autogenerated by MSP for the current year.","OR(1,2)","false"
"nrt_300_Termination_date_spills_over_into_current_year","Termination date spills over into current year","NRT","300.0","Use this payload from Oct.1st to Jan.1st IF:
- patient has no current coverage but does have an indefinite approval entered for Jan. 1, 2021 AND
- the duration of approval is long enough that today's approval will overlap with a future dated approval (e.g. a 4 week approval would not have this issue if approved in October).","OR(1,2)","false"
"nrt_200_21_days_from_expiry","21 days from expiry","NRT","200.0","HIBC will do extension if under 21 days from expiry, if over 21 days will direct for an SA to be submitted. (Payload is for 28 days supply)","OR(1,2)","false"
"nrt_100_Approve_case","Approve case","NRT","100.0","","OR(AND(1,2),AND(3,4))","false"
"NSAIDdiflu_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","NSAIDdiflu","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"NSAIDdiflu_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","NSAIDdiflu","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"NSAIDflur_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","NSAIDflur","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"NSAIDflur_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","NSAIDflur","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"NSAIDindo_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","NSAIDindo","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"NSAIDindo_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","NSAIDindo","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"NSAIDketo_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","NSAIDketo","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"NSAIDketo_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","NSAIDketo","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"NSAIDketoSR_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","NSAIDketoSR","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"NSAIDketoSR_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","NSAIDketoSR","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"OBE_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","OBE","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"OBE_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","OBE","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"ocrelizumab_300_Not_Approved_if_Other","Not Approved if Other","ocrelizumab","300.0","","OR(1,2)","false"
"ocrelizumab_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","ocrelizumab","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"ocrelizumab_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","ocrelizumab","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"octreotide_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","octreotide","200.0","Pharmanet Payload if Approved","AND(1)","false"
"ofloxacin_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","ofloxacin","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"ofloxacin_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","ofloxacin","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"olan_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if NOT bipolar/antiemetic","olan","200.0","edited: 2 payloads for psychosis/other","OR(AND(1,2,3), AND(1,4 OR(5,6,AND(7,8))))","false"
"olan_4_PharmaNet_Payload_if_antiemetic_from_eForm_","PharmaNet Payload if antiemetic","olan","400.0","payload for exceptional request for antiemetic","AND(1,OR(2,3))","false"
"olan_3_PharmaNet_Payload_if_bipolar_or_antiemetic_from_eForm_","PharmaNet Payload if bipolar","olan","300.0","9901-0001 only for bipolar","AND(1,OR(2,3))","false"
"omalizumabPFS_200_Renewal_coverage_payload_Asthma","Renewal coverage payload Asthma","omalizumabPFS","200.0","Renewal coverage payload Asthma","AND(1,OR(2,3))","false"
"omalizumabPFS_100_Initial_coverage_payload_Asthma","Initial coverage payload Asthma","omalizumabPFS","100.0","Initial coverage payload Asthma","AND(1,OR(AND(2,3),AND(4,5)))","false"
"omalizumab_200_Pharmanet Payload if Approved","Initial coverage payload for CSU and Asthma","omalizumabvial","100.0","Initial coverage payload for CSU and Asthma","AND(1,OR(AND(2,3),AND(4,5)))","false"
"omalizumabvial_200_Renewal_coverage_payload_for_CSU_and_Asthma","Renewal coverage payload for CSU and Asthma","omalizumabvial","200.0","Renewal coverage payload for CSU and Asthma","AND(1,OR(2,3))","false"
"omeprazole10mg_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","omeprazole10mg","200.0","Pharmanet Payload if Approved","AND(1)","false"
"omnipod_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","omnipod","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"omnipod_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","omnipod","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"onabot_400_HIBC_created_cases","OAB/NDO Queue Assign","onabot","400.0","","OR(1,2,3,4,5,6,7,8)","false"
"onabot_300_OAB_NDO_Other","Other/None Diagnosis - Initial (1 year) Payload","onabot","300.0","","AND(1,2,OR(3,4,5,6))","false"
"onabot_75_Approved_one_year_eForm_TEMPORARY","Approved one year eForm INITIAL","onabot","75.0","","OR(1,2,3,4,5)","false"
"onabot_350_Other_None_Diagnosis_Renewal_3_year_Payload","Other/None Diagnosis - Renewal (3 year) Payload","onabot","350.0","","AND(1,2,OR(3,4,5,6))","false"
"onabot_250_Renewal_Payload_3_Years","Renewal Payload 3 Years","onabot","250.0","","AND(1,2,3,4,5,6)","false"
"onabot_200_Pharmanet_Payload_if_Approved","Initial Payload 1 Year","onabot","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1,2,3,4,5,6)","false"
"onabot_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","onabot","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"onabot_100_Approved_3_Years_eForm_RENEWAL","Approved 3 Years eForm RENEWAL","onabot","100.0","","OR(1,2,3,4,5)","false"
"onabot_500_HIBC_created_1_Year_Payload","HIBC-created 1 Year Payload","onabot","500.0","","AND(1,2,3,4)","false"
"onabot_450_OAB_NDO_1_Year_Payload","OAB/NDO 1 Year Payload","onabot","450.0","","AND(1,OR(2,3,4,5,6,7))","false"
"onabot_400_Botox_for_Migraines_Not_Approved","Migraines/hyperhydrosis - Not Approved","onabot","600.0","","AND(1)","false"
"other_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","other","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"other_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","other","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"other_201_Assign_to_Oma_queue_if_drug_is_omalizumab_from_eForm","Assign to Oma queue if drug is omalizumab from eForm","other","201.0","","OR(1,2)","false"
"otherInsulinPumpNotApproved_1_Set_to_Not_Approved","Set to Not Approved","otherInsulinPumpNotApproved","1.0","","OR(1,2)","false"
"otherSAP_200_PharmaNet_Payload_if_approved","PharmaNet Payload if approved","otherSAP","200.0","","AND(1)","false"
"oxcarbazepine_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","oxcarbazepine","200.0","Pharmanet Payload if Approved","AND(1)","false"
"oxycodoneSR_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","oxycodoneSR","200.0","Pharmanet Payload if Approved","AND(1)","false"
"Ozanimod_10_Initial_14_weeks","Initial 14 weeks","ozanimod","10.0","","AND(1,OR(2,3))","false"
"Ozanimod_20_Renewal_1_year","Renewal 1 year","ozanimod","20.0","","AND(1,OR(2,3))","false"
"ozurdex_1_Payload_when_Approved","Payload when Approved","ozurdex","1.0","","AND(1)","false"
"Pagetsalen_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","Pagetsalen","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"Pagetsalen_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","Pagetsalen","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"Pagetsalen_100_AA_Adjudication","AA Adjudication","Pagetsalen","100.0","","OR(1,2)","false"
"Pagetsrise_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","Pagetsrise","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"Pagetsrise_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","Pagetsrise","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"PAH1_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","PAH1","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"PAH1_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","PAH1","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"PAH2_75_assign_to_pharm_urg_if_other","assign to pharm urg if other","PAH2","75.0","","AND(1)","false"
"PAH2_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","PAH2","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"PAH2_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","PAH2","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"PAH4_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","PAH4","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"PAH4_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","PAH4","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"PAH5_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","PAH5","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"PAH5_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","PAH5","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"pamidronate_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","pamidronate","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"pamidronate_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","pamidronate","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"pantoprazole20mg_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","pantoprazole20mg","200.0","Pharmanet Payload if Approved","AND(1)","false"
"pantoprazoleIV_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","pantoprazoleIV","200.0","Pharmanet Payload if Approved","AND(1)","false"
"paraldehyde_inj_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","paraldehyde_inj","200.0","Pharmanet Payload if Approved","AND(1)","false"
"pegvisomant_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","pegvisomant","200.0","Pharmanet Payload if Approved","AND(1)","false"
"pentamidine_Payload_if_Approved","PharmaNet Payload if Approved","pentamidine","200.0","PharmaNet Payload if Approved","AND(1)","false"
"pentazocine_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","pentazocine","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"pentazocine_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","pentazocine","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"peptamen_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","peptamen","200.0","Pharmanet Payload if Approved","AND(1)","false"
"peptamen_jr_liquid_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","peptamen_jr_liquid","200.0","Pharmanet Payload if Approved","AND(1)","false"
"lacopera_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","perampanel","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"lacopera_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","perampanel","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"pilocarpine_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","pilocarpine","200.0","Pharmanet Payload if Approved","AND(1)","false"
"pimecro_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","pimecro","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"pimecro_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","pimecro","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1,2)","false"
"pimecro_300_e_Form_Auto_Approval","e-Form Auto Approval","pimecro","100.0","","AND(1,2)","false"
"pimecro_300_eForm_Approval","eForm Approval","pimecro","300.0","","AND(1,2,3)","false"
"piracetam1200mg_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","piracetam1200mg","200.0","Pharmanet Payload if Approved","AND(1)","false"
"piracetam400mg_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","piracetam400mg","200.0","Pharmanet Payload if Approved","AND(1)","false"
"piracetam800mg_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","piracetam800mg","200.0","Pharmanet Payload if Approved","AND(1)","false"
"pirfenidone_200_Pharmanet_Payload_if_Approved","Pharmanet Payload initial -7 months","pirfenidone","100.0","Migrated from Drug Template records to criteria-based actions.","AND(1,OR(2,3,4,5))","false"
"pirfenidone_2_Renewal_payload_1_year","Renewal payload - 1 year","pirfenidone","200.0","","AND(1,OR(2,3))","false"
"piroxicam_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","piroxicam","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"piroxicam_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","piroxicam","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"posaconazole100mg_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","posaconazole100mg","200.0","Pharmanet Payload if Approved","AND(1)","false"
"posaconazole200mg_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","posaconazole200mg","200.0","Pharmanet Payload if Approved","AND(1)","false"
"potassium_citrate_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","potassium_citrate","200.0","Pharmanet Payload if Approved","AND(1)","false"
"potassium_phosphate_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","potassium_phosphate","200.0","Pharmanet Payload if Approved","AND(1)","false"
"prami_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","prami","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"prami_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","prami","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"prasugrel_300_PNet_Payload_if_approved","PNet Payload if approved","prasugrel","300.0","","AND(1)","false"
"prasugrel_100_Prasugrel_Approval","Prasugrel Approval","prasugrel","100.0","","OR(1,2,3)","false"
"prasugrel_200_Other_Diagnosis","Other Diagnosis","prasugrel","200.0","","OR(1,2,3)","false"
"prazosin_1_payload_one_year","payload one year","prazosin","1.0","","AND(1)","false"
"pregabalin_200_Pharmanet_Payload_if_Approved_Renewal_","Pharmanet Payload if Approved (Renewal)","pregabalin","200.0","","AND(1 OR(2,3))","false"
"pregabalin_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved (Initial)","pregabalin","200.0","Pharmanet Payload if Approved","AND(1 OR(2,3))","false"
"pregestimil_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","pregestimil","200.0","Pharmanet Payload if Approved","AND(1)","false"
"progesterone_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","progesterone","200.0","Pharmanet Payload if Approved","AND(1)","false"
"propranolol_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","propranolol","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"propranolol_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","propranolol","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"prostaglandin_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","prostaglandin","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"prostaglandin_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","prostaglandin","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"prucalopride_1_Payload_for_coverage","Payload for coverage","prucalopride","1.0","","AND(1)","false"
"quinidine_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","quinidine","200.0","Pharmanet Payload if Approved","AND(1)","false"
"ralox_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","ralox","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"ralox_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","ralox","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"ranibizumabCMPD_200_Pharmanet_Payload_when_Approved","Pharmanet Payload when Approved","ranibizumabCMPD","200.0","","AND(1)","false"
"ranibizumabCMPD_1_100","Approve case","ranibizumabCMPD","100.0","approve case if NOT none or other","OR(AND(1,2,3),AND(4,5))","false"
"rasagiline_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","rasagiline","200.0","Pharmanet Payload if Approved","AND(1)","false"
"Rebif_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","Rebif","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"Rebif_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","Rebif","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"remicade_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","remicade","200.0","Pharmanet Payload if Approved","AND(1)","false"
"repaglinide_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","repaglinide","200.0","Pharmanet Payload if Approved","AND(1)","false"
"rifaximin_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","rifaximin","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"rifaximin_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","rifaximin","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"riluzole_1_Payload_if_Approved","Payload if Approved","riluzole","1.0","","AND(1)","false"
"riociguat_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","riociguat","200.0","Pharmanet Payload if Approved","AND(1)","false"
"risan_40_IBD_Initial_Request_PNet_payload","IBD - Initial Request PNet payload 112 days","risan","40.0","","AND(1,OR(2,AND(3,4)))","false"
"risan_10_Pharmanet_payload_for_initial_request_112_days","PP - Pharmanet payload for initial request 112 days","risan","20.0","Shorter term (112 day) approval","AND(1,OR(2,AND(3,4)))","false"
"risan_20_payload_for_all_other_requests","PP - payload for PP Renewals","risan","30.0","payload for PP renewals or anything else","AND(1,OR(AND(2,3),AND(4,5)))","false"
"risan_10_CR_to_IBD_Queue","CR to IBD Queue","risan","10.0","","OR(1,2)","false"
"risan_50_IBD_Renewal_request_Pnet_payload","IBD - Renewal request Pnet payload","risan","50.0","","AND(1,OR(AND(2,3),AND(4,5)))","false"
"ritux_20_Assign_to_Off_label","Assign to Off label","ritux","20.0","Assigns to off label AR for off label dx","OR(1,2,3,4)","false"
"ritux_10_Assign_to_MS","Assign to MS","ritux","10.0","Assigns the case to MS Queue for MS indications","OR(1,2,3,4,5,6)","false"
"ritux_52_Rituximab_urgent_eForm_Words","Rituximab urgent eForm Words","ritux","52.0","routes the case to urgent queue","OR(1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24)","false"
"ritux_30_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","ritux","30.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"rivaroxaban_liquid_1_1","If Approved","rivaroxaban_liquid","1.0","If approved --> Generate 6 month approval payload","AND(1)","false"
"rivaroxaban10mg_100_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","rivaroxaban10mg","100.0","","AND(1)","false"
"rivaroxaban10mg_10_Autofax_as_benefit","Autofax as benefit","rivaroxaban10mg","10.0","","","true"
"rivaroxaban10mg_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","rivaroxaban10mg","50.0","","AND(1)","false"
"rivastigmine_patches_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","rivastigmine_patches","200.0","Pharmanet Payload if Approved","AND(1)","false"
"rivastigmine_soln_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","rivastigmine_soln","200.0","Pharmanet Payload if Approved","AND(1)","false"
"romiplostim_250mcg_Payload_if_Approved","Payload if Approved","romiplostim_250mcg","100.0","","AND(1)","false"
"romiplostim_500mcg_100_Payload_if_Approved","Payload if Approved","romiplostim_500mcg","100.0","","AND(1)","false"
"romosozumab_20_Payload_if_already_on_Romosozumab_therapy_","Payload (if already on Romosozumab therapy)","romosozumab","20.0","Default is set to 3 months. It is expected that this will manually be changed according to how much time the patient has currently been on romosozumab.","AND(1,OR(2,3))","false"
"romosozumab_10_Initial_Payload_if_Approved_12_Months","Initial Payload if Approved - 12 Months","romosozumab","10.0","","AND(1,OR(2,3))","false"
"ropinirole_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","ropinirole","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"ropinirole_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","ropinirole","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"rotig_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","rotig","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"rotig_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","rotig","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"rufinamide_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","rufinamide","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"rufinamide_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","rufinamide","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"ruxolitinib_30_Renewal_payload_for_aGvHD_12_weeks","Renewal payload for aGvHD - 12 weeks","ruxolitinib","30.0","Renewal coverage payload for aGvHD - 12 weeks","AND(1,OR(2,3))","false"
"ruxolitinib_20_Initial_coverage_for_cGvHD_24_weeks","Initial and renewal payload for cGvHD - 24 weeks","ruxolitinib","20.0","Payload for initial coverage for chronic graft-versus-host disease (cGvHD) - 24 weeks","AND(1,OR(2,3,4))","false"
"ruxolitinib_10_Initial_coverage_for_aGvHD_4_weeks","Initial payload for aGvHD - 4 weeks","ruxolitinib","10.0","Initial coverage for acute graft-versus-host disease (aGvHD) in adult and pediatric patients aged 12 years and older. Duration of coverage: 4 weeks","AND(1,OR(2,3,4,5))","false"
"sapropterin_100_Initial_Coverage_6_Months","Initial Coverage - 6 Months","sapropterin","100.0","","AND(1,OR(AND(2,3),AND(4,5)))","false"
"sapropterin_300_Other_None","Other/None","sapropterin","300.0","","OR(1,2,3,4)","false"
"sapropterin_200_Renewal_Coverage_or_Pregnant_1_Year","Renewal Coverage or Pregnant - 1 Year","sapropterin","200.0","","AND(1,OR(AND(2,3),4,5,6))","false"
"sapropterin_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","sapropterin","50.0","","AND (1)","false"
"sarilumab_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","sarilumab","20.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"sarilumab_50_Assign_to_Urgent_if_Phone","Off label queue assignment","sarilumab","10.0","Routes to off-label when dx is other.","OR(1,2)","false"
"satralizumab_10_Approved","PharmaNet Payload if Approved","satralizumab","10.0","Approval for 1 Year","AND(1)","false"
"secukinumab_200_Pharmanet_Payload_if_Approved","Other dx payload 1 year","secukinumab","40.0","Other dx payload","AND(1,OR(AND(2,OR(3,4)),AND(5,OR(6,7))))","false"
"secukinumab_30_PP_initial_payload_84_days","PP initial payload 84 days","secukinumab","30.0","loads 84 day payload on initial PP requests","AND(1,OR(2,AND(3,4)))","false"
"secukinumab_10_Route_to_PP_Queue","Route to PP Queue","secukinumab","10.0","Routes cases to PP queue for PP diagnoses","OR(1,2)","false"
"secukinumab_20_Assign_offlabel_queue","Assign offlabel queue","secukinumab","20.0","assigns other dx to off label AR queue","OR(1,2)","false"
"semaglutide_60_assign_to_urgent_if_urgent_words","assign to urgent if urgent words","semaglutide","60.0","assigns the eforms submitted with urgent words to the urgent queue if unable to auto adjudicate","OR(1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24)","false"
