"OwnerId","Approval_Details__c","Auto_Adjudication_Requirements__c","Auto_Push_to_Pharmanet__c","Auto_Validate_Patient__c","Auto_Validate_Provider__c","Brand_Drug_Name__c","CDEC_Recommendation__c","Criteria_Website__c","DBC_R_R__c","Drug_Code__c","Drug_Review_Results__c","Form__c","Health_Canada_monograph__c","PharmaNet_RDP_code__c","Pharmacist_Notes__c","Practitioner_Exemptions__c","Special_Notes__c","Strength__c","Tech_Sheet__c","Name"
"00G5W000000MXTvUAO","Risedronate 5mg and 35mg (non-DR formulation) is a PharmaCare regular benefit as of Aug 29, 2024. Special Authority submission is not required. Thank you.","","true","true","true","Actonel and generics","","","","alenrise","","tablet","","9901-0050","","","<p>Risedronate 5mg and 35mg (non-DR formulation)<span style=""font-size: 14px;""> is a PharmaCare regular benefit as of Aug 29, 2024. Special Authority submission is not required. Thank you.</span></p>","5mg, 35mg","","risedronate"
"00G5W000000MXTvUAO","","","false","false","false","Toctino","","","","alitretinoin","","tablet","","9901-0196","","","<p><span style=""font-size: 14px;"">Approved 24 weeks, with a 28 week dispensing window</span></p>","10mg, 30mg","https://hlth.sp.gov.bc.ca/sites/HLTHSP/HSIMT/SP/SAT/Shared%20Documents/PDF%20Tech%20Sheets/alitretinoin.pdf","alitretinoin"
"00G5W000000MXTvUAO","","","false","true","true","","","","","alternateCGM","","","","999999","","","<p>This device is not a PharmaCare benefit. Further information can be found at: https://www2.gov.bc.ca/gov/content/health/health-drug-coverage/pharmacare-for-bc-residents/what-we-cover/medical-supplies-coverage/diabetes-supplies</p>","","","other CGM non-benefit"
"00G5W000000MXTvUAO","Approved amifampridine up to a maximum dose of 80 mg daily for 3 months. Renewal must be requested by a neurologist and include the current 3TUG test result and date taken.

Patients between 6 and 17 years of age will be provided coverage of eligible brands of amifampridine with the Health Canada pediatric use indication. Coverage will be provided for all eligible brands of amifampridine and amifampridine phosphate for patients 18 years of age and older.","","false","true","true","Ruzurgi, Firdapse","","","","amifampridine","","","","9901-0423","","","","10 mg","","amifampridine"
"00G5W000000MXTwUAO","PharmaCare coverage is subject to Special Access Program Approval from Health Canada.  A copy of the current approval must accompany the request for PharmaCare coverage. Medication must be distributed by a licensed pharmacy for PharmaCare reimbursement.","","false","false","false","Solian","","","","amisulpride100mg","","tablet","","66124256","","","<p>the assumption is that SAP has determined need however if asking questions use the following:</p><p>1. all other medications tried and response</p><p>2. history of hospitalizations including date and duration of stay</p><p>3. results of trial of amisulpiride if available</p><p>4. details of objective improvement on amisulpiride</p><p>5. other medications currently on</p>","100 mg tablet","","amisulpride (100mg tablet) (SAP)"
"00G5W000000MXTwUAO","PharmaCare coverage is subject to Special Access Program Approval from Health Canada.  A copy of the current approval must accompany the request for PharmaCare coverage. Medication must be distributed by a licensed pharmacy for PharmaCare reimbursement.","","false","false","false","Solian","","","","amisulpride400mg","","tablet","","66124235","","","<p>the assumption is that SAP has determined need however if asking questions use the following:</p><p>1. all other medications tried and response</p><p>2. history of hospitalizations including date and duration of stay</p><p>3. results of trial of amisulpiride if available</p><p>4. details of objective improvement on amisulpiride</p><p>5. other medications currently on</p>","400 mg tablet","","amisulpride (400mg tablet) (SAP)"
"00G5W000000MXTxUAO","","","false","false","false","PDP-amlodipine solution","","","","amlodipinesoln","","","","9901-0422","","","","1 mg/mL","","amlodipine solution"
"00G5W000000MiSiUAK","","","false","false","false","Kineret","","","","anakinra","","","","9901-0168","","","","100 mg / 0.67 mL","","anakinra"
"00G5W000000MXTxUAO","","","false","false","false","Kytril and generics","","","","antiemeticgran","","","","9901-0109","","Oncologist (medical), Oncologist (radiation)","","1mg, 1mg/mL injection","","granisetron"
"00G5W000000MXTxUAO","This approval includes PharmaCare eligible formulations of ondansetron tablets, liquid, injections and orally dissolvable tablets (e.g. Sandoz Brand ODT, Ondissolve ODF).","","false","false","false","Zofran and generics","","","","antiemeticonda","","tablet","","9901-0003","","Oncologist (medical), Oncologist (radiation)","<p>This approval includes PharmaCare eligible formulations of ondansetron tablets, liquid, injections and orally dissolvable tablets (e.g. Sandoz Brand ODT, Ondissolve ODF).┬á</p>","4mg ODT, 8mg ODT, 4mg, 8mg, 4mg/mL solution, 2mg/mL injection","","ondansetron"
"00G5W000000MXTvUAO","","","false","false","false","Loprox","","","","antifungalciclo","","cream","","9901-0049","","","","1% topical","","ciclopirox"
"00G5W000000MXTvUAO","","","false","false","false","Locacorten","","","","antifungalclio","","cream","","9901-0181","","","","3% topical","","clioquinol"
"00G5W000000MXTvUAO","","","false","false","false","Canesten and generics","","","","antifungalclot","","cream","","9901-0134","","","","1% topical","","clotrimazole"
"00G5W000000MXTvUAO","","","false","false","false","Nizoral, Ketoderm cream","","","","antifungalketo","","cream","","9901-0172","","","","2% cream","","ketoconazole topical"
"00G5W000000MXTvUAO","","","false","false","false","Micatin, Monistat","","","","antifungalmico","","Injectable","","9901-0180","","","","2% topical","","miconazole"
"00G5W000000MXTvUAO","Approved for 10mg/mL injection and 10mg, 15mg, 20mg, 25mg and 30 mg sublingual film","","false","false","false","Movapo, Kynmobi","","","","apomorphine","","Injection and sublingual film","","9901-0328","","","","10mg/mL injection, 3ml pre-filled pens, 10mg, 15mg, 20 mg, 25mg and 30 mg sublingual film","https://hlth.sp.gov.bc.ca/sites/HLTHSP/HSIMT/SP/SAT/Shared%20Documents/PDF%20Tech%20Sheets/apomorphine.pdf","apomorphine"
"00G5W000000MXTxUAO","","","false","false","false","Emend","","","","aprepitant","","tablet","","9901-0101","","","Dr. [?] has signed a collaborative prescribing agreement (CPA) for aprepitant.┬á<br>Aprepitant will be treated as a PharmaCare benefit for patients filling a prescription written by this prescriber (subject to patient registration, and deductibles if applicable).┬á<br>With this CPA, Special Authority requests are not required ┬áfor aprepitant used for the prevention of acute and delayed nausea and vomiting due to highly-emetogenic cancer chemotherapy (HEC). Please do not submit aprepitant Special Authority requests for patients that meet the criteria outlined above as this prescriber has a CPA in place for this medication. Thank you.","80mg, 125mg, Tri-Pack","https://hlth.sp.gov.bc.ca/sites/HLTHSP/HSIMT/SP/SAT/Shared%20Documents/PDF%20Tech%20Sheets/aprepitant.pdf","aprepitant"
"00G5W000000MXTvUAO","Approved for full coverage of eligible Pharmacare strengths of reference ARBs: candesartan (8, 16, 32 mg), losartan (25, 50, 100 mg), telmisartan + amlodipine, telmisartan (40, 80 mg), and valsartan (40, 80, 160, 320 mg), and partial coverage of the non-reference ARBs: eprosartan 600mg, irbesartan (75, 150, 300 mg), and olmesartan (20, 40 mg). Approval includes most hydrochlorothiazide combinations as well. www.gov.bc.ca/pharmacare/referencedrugprogram","Patient validated with EMPI Prescriber validated with PNET Diagnosis not equal to &quot;Other&quot;","true","true","true","Atacand/Atacand Plus and generics - reference ARB","","","","ARBcand","","tablet","","9901-0057","","","<p><span style=""font-size: 14px;"">candesartan 4mg</span></p>

<p><span style=""font-size: 14px;"">Not Approved - This strength of candesartan is not eligible for PharmaCare coverage. 8mg tablets can be split in half.</span><br>┬á</p>

<p><span style=""font-size: 11pt;""><span><span style=""font-family: Calibri,sans-serif;"">Approved for full coverage of reference ARBs: candesartan, losartan, telmisartan and valsartan, and partial coverage of the non-reference ARBs: eprosartan, irbesartan, and olmesartan.</span></span></span><br>┬á</p>","8mg, 16mg, 32mg, 16/12.5mg, 32/12.5mg, 32/25mg","https://hlth.sp.gov.bc.ca/sites/HLTHSP/HSIMT/SP/SAT/Shared%20Documents/PDF%20Tech%20Sheets/arb%20form%20tech%20page%20candesartan%20losartan%20telmisartan%20valsartan%20eprosartan%20olmesartan%20irbesartan.pdf","candesartan"
"00G5W000000MXTvUAO","","","false","false","false","Teveten/Teveten Plus - non-reference ARB +/- HCTZ","","","","ARBepro","","tablet","","0024-0057","","","<p>Approved for partial coverage based upon available information. Available PharmaCare records were unable to verify previous fills of candesartan, losartan, telmisartan and valsartan. For further consideration, please specify dates, dosages, and source(s) of medications. If samples were provided, a copy of a consult note documenting trial is required. Thank you.┬á</p>","600mg & 600/12.5mg","https://hlth.sp.gov.bc.ca/sites/HLTHSP/HSIMT/SP/SAT/Shared%20Documents/PDF%20Tech%20Sheets/arb%20form%20tech%20page%20candesartan%20losartan%20telmisartan%20valsartan%20eprosartan%20olmesartan%20irbesartan.pdf","eprosartan"
"00G5W000000MXTvUAO","","","false","false","false","Irbesartan/Avalide and generics; non-reference ARB +/- HCTZ","","","","ARBirbe","","tablet","","0024-0057","","","<p><span style=""color: rgb(62, 62, 60);"">Approved for partial coverage based upon available information. Available PharmaCare records were unable to verify previous fills of candesartan, losartan, telmisartan and valsartan. For further consideration, please specify dates, dosages, and source(s) of medications. If samples were provided, a copy of a consult note documenting trial is required. Thank you.┬á</span></p>","75mg, 150mg, 300mg, 150/12.5mg, 300/12.5mg, 300/25mg","https://hlth.sp.gov.bc.ca/sites/HLTHSP/HSIMT/SP/SAT/Shared%20Documents/PDF%20Tech%20Sheets/arb%20form%20tech%20page%20candesartan%20losartan%20telmisartan%20valsartan%20eprosartan%20olmesartan%20irbesartan.pdf","irbesartan"
"00G5W000000MXTvUAO","Approved for full coverage of eligible Pharmacare strengths of reference ARBs: candesartan 8, 16, 32mg ; losartan 25, 50, 100 mg; telmisartan 40, 80 mg; and valsartan 40, 80, 160, and 320 mg; and partial coverage of: eprosartan, irbesartan, and olmesartan","Patient validated with EMPI Prescriber validated with PNET Diagnosis not equal to &quot;Other&quot;","true","true","true","Cozaar/Hyzaar/Hyzaar DS and generics; reference ARB","","","","ARBlosa","","tablet","","9901-0057","","","<span style=""font-size: 11pt;""><span style=""""><span style=""font-family: Calibri,sans-serif;"">Approved for full coverage of reference ARBs: candesartan, losartan, telmisartan and valsartan, and partial coverage of the non-reference ARBs: eprosartan, irbesartan, and olmesartan.</span></span></span>","25mg, 50mg, 100mg, 50/12.5mg, 100/12.5mg, 100/25mg","https://hlth.sp.gov.bc.ca/sites/HLTHSP/HSIMT/SP/SAT/Shared%20Documents/PDF%20Tech%20Sheets/arb%20form%20tech%20page%20candesartan%20losartan%20telmisartan%20valsartan%20eprosartan%20olmesartan%20irbesartan.pdf","losartan"
"00G5W000000MXTvUAO","Approved for full coverage of Pharmacare eligible strengths of reference and non-reference ARBs: candesartan (8, 16, 32 mg), losartan (25, 50, 100 mg), telmisartan (40, 80 mg), telmisartan + amlodipine, valsartan (40, 80, 160, 320 mg), eprosartan 600mg, irbesartan (75, 150, 300 mg), and olmesartan (20, 40 mg). Approval includes most hydrochlorothiazide combinations as well. www.gov.bc.ca/pharmacare/referencedrugprogram","","false","false","false","Olmetec/Olmetec Plus and generics; non-reference ARB +/- HCTZ","","","","ARBolme","","tablet","","0024-0057","","","<p><span style=""color: rgb(62, 62, 60);"">Approved for partial coverage based upon available information. Available PharmaCare records were unable to verify previous fills of candesartan, losartan, telmisartan and valsartan. For further consideration, please specify dates, dosages, and source(s) of medications. If samples were provided, a copy of a consult note documenting trial is required. Thank you.┬á</span></p>","20mg, 40mg, 20/12.5mg, 40/12.5mg, 40/25mg","https://hlth.sp.gov.bc.ca/sites/HLTHSP/HSIMT/SP/SAT/Shared%20Documents/PDF%20Tech%20Sheets/arb%20form%20tech%20page%20candesartan%20losartan%20telmisartan%20valsartan%20eprosartan%20olmesartan%20irbesartan.pdf","olmesartan"
"00G5W000000MXTvUAO","Approved for full coverage of eligible Pharmacare strengths of reference ARBs: candesartan (8, 16, 32 mg), losartan (25, 50, 100 mg), telmisartan + amlodipine, telmisartan (40, 80 mg), and valsartan (40, 80, 160, 320 mg), and partial coverage of the non-reference ARBs: eprosartan 600mg, irbesartan (75, 150, 300 mg), and olmesartan (20, 40 mg). Approval includes most hydrochlorothiazide combinations as well. www.gov.bc.ca/pharmacare/referencedrugprogram","Patient validated with EMPI Prescriber validated with PNET Diagnosis not equal to &quot;Other&quot;","true","true","true","Micardis/Micardis Plus and generics; reference ARB","","","","ARBtelm","","tablet","","9901-0057","","","<p><span style=""font-size: 13px;"">Approved for full coverage of eligible Pharmacare strengths of reference ARBs: candesartan 8, 16, 32mg ; losartan 25, 50, 100 mg; telmisartan 40, 80 mg; and valsartan 40, 80, 160, and 320 mg; and partial coverage of: eprosartan, irbesartan, and olmesartan</span></p>","40mg, 80mg, 80/12.5mg, 80/25mg","https://hlth.sp.gov.bc.ca/sites/HLTHSP/HSIMT/SP/SAT/Shared%20Documents/PDF%20Tech%20Sheets/arb%20form%20tech%20page%20candesartan%20losartan%20telmisartan%20valsartan%20eprosartan%20olmesartan%20irbesartan.pdf","telmisartan"
"00G5W000000MXTvUAO","Approved for full coverage of eligible Pharmacare strengths of reference ARBs: candesartan (8, 16, 32 mg), losartan (25, 50, 100 mg), telmisartan + amlodipine, telmisartan (40, 80 mg), and valsartan (40, 80, 160, 320 mg), and partial coverage of the non-reference ARBs: eprosartan 600mg, irbesartan (75, 150, 300 mg), and olmesartan (20, 40 mg). Approval includes most hydrochlorothiazide combinations as well. www.gov.bc.ca/pharmacare/referencedrugprogram","Patient validated with EMPI Prescriber validated with PNET Diagnosis not equal to &quot;Other&quot;","true","true","true","Diovan/Diovan-HCT and generics; reference ARB","","","","ARBvals","","tablet","","9901-0057","","","<p><span style=""font-size: 14px;"">Approved for full coverage of Pharmacare eligible strengths of reference ARBs: candesartan, losartan, telmisartan and valsartan, and partial coverage of the non-reference ARBs: eprosartan, irbesartan, and olmesartan</span></p>","40mg, 80mg, 160mg, 320mg, 80/12.5mg, 160/12.5mg, 160/25mg, 320/12.5mg, 320/25mg","https://hlth.sp.gov.bc.ca/sites/HLTHSP/HSIMT/SP/SAT/Shared%20Documents/PDF%20Tech%20Sheets/arb%20form%20tech%20page%20candesartan%20losartan%20telmisartan%20valsartan%20eprosartan%20olmesartan%20irbesartan.pdf","valsartan"
